FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.3318868,3318868,POINT (16.41601934122371 48.24687446017961),
HYDRANTOGD.3318869,3318869,POINT (16.37676191518755 48.17707540704812),
HYDRANTOGD.3318870,3318870,POINT (16.48246120165722 48.21535580523376),
HYDRANTOGD.3318871,3318871,POINT (16.40690406827914 48.255013447632585),
HYDRANTOGD.3318872,3318872,POINT (16.31190297905553 48.19652564869331),
HYDRANTOGD.3318873,3318873,POINT (16.388262639266717 48.15154235031865),
HYDRANTOGD.3318874,3318874,POINT (16.371123354329377 48.27495096685733),
HYDRANTOGD.3318875,3318875,POINT (16.270271253552405 48.181245678778765),
HYDRANTOGD.3318876,3318876,POINT (16.37673159923459 48.207075302413315),
HYDRANTOGD.3318877,3318877,POINT (16.207986434142974 48.20845496475371),
HYDRANTOGD.3318878,3318878,POINT (16.368508532020325 48.208454593624616),
HYDRANTOGD.3318879,3318879,POINT (16.27411265022034 48.14790999238276),
HYDRANTOGD.3318880,3318880,POINT (16.353305799493754 48.226800693812635),
HYDRANTOGD.3318881,3318881,POINT (16.51937638752116 48.212221538676935),
HYDRANTOGD.3318882,3318882,POINT (16.52240398760977 48.21229392254904),
HYDRANTOGD.3318883,3318883,POINT (16.465902226795368 48.16330407201315),
HYDRANTOGD.3318884,3318884,POINT (16.48058432697585 48.217460512620086),
HYDRANTOGD.3318885,3318885,POINT (16.37696158383982 48.13851638983608),
HYDRANTOGD.3318886,3318886,POINT (16.411577299517383 48.172506511718545),
HYDRANTOGD.3318887,3318887,POINT (16.52185639158486 48.229225515386304),
HYDRANTOGD.3318888,3318888,POINT (16.36707872824656 48.210012606377504),
HYDRANTOGD.3318889,3318889,POINT (16.26795386119182 48.18382651613834),
HYDRANTOGD.3318890,3318890,POINT (16.326851864757852 48.216603831483404),
HYDRANTOGD.3318891,3318891,POINT (16.394875239569384 48.19180924301658),
HYDRANTOGD.3318892,3318892,POINT (16.258942493864406 48.16951655646818),
HYDRANTOGD.3318893,3318893,POINT (16.36185283410701 48.20218065796849),
HYDRANTOGD.3318894,3318894,POINT (16.337149787767547 48.17994408563879),
HYDRANTOGD.3316545,3316545,POINT (16.26822863945106 48.14896886623894),
HYDRANTOGD.3316546,3316546,POINT (16.299450660489185 48.1941551061747),
HYDRANTOGD.3316547,3316547,POINT (16.36366212808457 48.222004693839835),
HYDRANTOGD.3316548,3316548,POINT (16.337448616207396 48.22142251034638),
HYDRANTOGD.3316549,3316549,POINT (16.47081703630305 48.16254411063094),
HYDRANTOGD.3316550,3316550,POINT (16.27282630029294 48.19330400432778),
HYDRANTOGD.3316551,3316551,POINT (16.330629737115597 48.20570398696089),
HYDRANTOGD.3316552,3316552,POINT (16.43017750327387 48.160837381230735),
HYDRANTOGD.3316553,3316553,POINT (16.28263287987234 48.16653597739056),
HYDRANTOGD.3316554,3316554,POINT (16.354237734211118 48.20404963958024),
HYDRANTOGD.3316555,3316555,POINT (16.390356080244217 48.175831421720176),
HYDRANTOGD.3316556,3316556,POINT (16.391909184434844 48.175554585442754),
HYDRANTOGD.3316557,3316557,POINT (16.39393607462081 48.1751426065267),
HYDRANTOGD.3316558,3316558,POINT (16.29344690745117 48.207129711058116),
HYDRANTOGD.3316559,3316559,POINT (16.318240344758657 48.21772831431349),
HYDRANTOGD.3316560,3316560,POINT (16.34661920420385 48.13695430487578),
HYDRANTOGD.3316561,3316561,POINT (16.346091714647194 48.248487585752095),
HYDRANTOGD.3316562,3316562,POINT (16.529550329976228 48.24505743630609),
HYDRANTOGD.3316563,3316563,POINT (16.342065526714457 48.25275797556713),
HYDRANTOGD.3316564,3316564,POINT (16.477233185499276 48.22134762351235),
HYDRANTOGD.3316565,3316565,POINT (16.323490663355244 48.24693278851319),
HYDRANTOGD.3316566,3316566,POINT (16.47959466662111 48.16071028252007),
HYDRANTOGD.3316567,3316567,POINT (16.37505162779765 48.24739256847066),
HYDRANTOGD.3316568,3316568,POINT (16.298451584410362 48.15178863919965),
HYDRANTOGD.3316569,3316569,POINT (16.41294275273083 48.299344213208954),
HYDRANTOGD.3316570,3316570,POINT (16.335781039155368 48.17863385627984),
HYDRANTOGD.3316571,3316571,POINT (16.42297586196621 48.286001838288996),
HYDRANTOGD.3316572,3316572,POINT (16.472577008643597 48.19703079611435),
HYDRANTOGD.3316573,3316573,POINT (16.304744332188555 48.13355960504736),
HYDRANTOGD.3316574,3316574,POINT (16.32621106409502 48.24117206027541),
HYDRANTOGD.3316575,3316575,POINT (16.395298053351844 48.19087791723013),
HYDRANTOGD.3316576,3316576,POINT (16.407867970096625 48.15631751470832),
HYDRANTOGD.3316577,3316577,POINT (16.456251552204066 48.243160705651285),
HYDRANTOGD.3316578,3316578,POINT (16.53938716260308 48.21334090418566),
HYDRANTOGD.3316579,3316579,POINT (16.351857222973763 48.18495976919139),
HYDRANTOGD.3316580,3316580,POINT (16.362201205609047 48.22611850319909),
HYDRANTOGD.3316581,3316581,POINT (16.258859659485122 48.18708440652879),
HYDRANTOGD.3316582,3316582,POINT (16.297475912153473 48.2538335338432),
HYDRANTOGD.3316583,3316583,POINT (16.32572665310316 48.20776848517483),
HYDRANTOGD.3316584,3316584,POINT (16.441724425194433 48.2387672295139),
HYDRANTOGD.3316585,3316585,POINT (16.277791651082328 48.153210300127995),
HYDRANTOGD.3316586,3316586,POINT (16.374977588282185 48.24931212879974),
HYDRANTOGD.3316587,3316587,POINT (16.276201174274 48.158053972445465),
HYDRANTOGD.3316588,3316588,POINT (16.383235126691385 48.20688683832958),
HYDRANTOGD.3316589,3316589,POINT (16.289016110268342 48.17473780146621),
HYDRANTOGD.3316590,3316590,POINT (16.262738615840114 48.20154800221146),
HYDRANTOGD.3316591,3316591,POINT (16.39823727065432 48.17561752659244),
HYDRANTOGD.3316592,3316592,POINT (16.397229200352538 48.21807116515544),
HYDRANTOGD.3316593,3316593,POINT (16.510308610588446 48.208842424282764),
HYDRANTOGD.3316594,3316594,POINT (16.41859260808598 48.29676452942349),
HYDRANTOGD.3316595,3316595,POINT (16.322830376615343 48.194092336694204),
HYDRANTOGD.3316596,3316596,POINT (16.314365012866258 48.19515646666165),
HYDRANTOGD.3317351,3317351,POINT (16.39937596490291 48.260920460584856),
HYDRANTOGD.3317352,3317352,POINT (16.47239658595794 48.2334919946134),
HYDRANTOGD.3317353,3317353,POINT (16.290382395941375 48.15257306402384),
HYDRANTOGD.3317354,3317354,POINT (16.3624388580025 48.139059159088866),
HYDRANTOGD.3317355,3317355,POINT (16.307356850849214 48.24779368324592),
HYDRANTOGD.3317356,3317356,POINT (16.260553806699708 48.175435613991276),
HYDRANTOGD.3317357,3317357,POINT (16.461711119046395 48.17921623745567),
HYDRANTOGD.3317358,3317358,POINT (16.420731869076462 48.260054800899844),
HYDRANTOGD.3317359,3317359,POINT (16.330287173051204 48.18162755804388),
HYDRANTOGD.3317360,3317360,POINT (16.41921457263489 48.21201453540929),
HYDRANTOGD.3317361,3317361,POINT (16.392564923151987 48.17321674448473),
HYDRANTOGD.3317362,3317362,POINT (16.37548022176634 48.19408498675402),
HYDRANTOGD.3317363,3317363,POINT (16.211284768842948 48.207693964347726),
HYDRANTOGD.3317364,3317364,POINT (16.282391909871325 48.148551509048815),
HYDRANTOGD.3317365,3317365,POINT (16.37148757262861 48.2095653604782),
HYDRANTOGD.3317366,3317366,POINT (16.27229957672715 48.161203560587516),
HYDRANTOGD.3317367,3317367,POINT (16.43693274759194 48.263126450409715),
HYDRANTOGD.3317368,3317368,POINT (16.363197786674156 48.16514071051724),
HYDRANTOGD.3317369,3317369,POINT (16.33851770339493 48.20958806203751),
HYDRANTOGD.3317370,3317370,POINT (16.4266686687146 48.240762569105215),
HYDRANTOGD.3317371,3317371,POINT (16.407652814416842 48.243439027040075),
HYDRANTOGD.3317372,3317372,POINT (16.360207215344026 48.153075578347924),
HYDRANTOGD.3317373,3317373,POINT (16.536809972889902 48.23264475309226),
HYDRANTOGD.3317374,3317374,POINT (16.53623135588533 48.21688741358375),
HYDRANTOGD.3317375,3317375,POINT (16.369297069824363 48.250181656928106),
HYDRANTOGD.3317376,3317376,POINT (16.31332780022708 48.22437402092073),
HYDRANTOGD.3317377,3317377,POINT (16.415286495247873 48.25493720131559),
HYDRANTOGD.3317378,3317378,POINT (16.341186862704646 48.13829476566098),
HYDRANTOGD.3317379,3317379,POINT (16.478626468996254 48.2083866880354),
HYDRANTOGD.3317380,3317380,POINT (16.372031429287524 48.253557836006784),
HYDRANTOGD.3317381,3317381,POINT (16.30536476633811 48.22456309603388),
HYDRANTOGD.3317382,3317382,POINT (16.351040028040327 48.23310916166176),
HYDRANTOGD.3317383,3317383,POINT (16.443414754837914 48.23438200365202),
HYDRANTOGD.3317384,3317384,POINT (16.414463581910944 48.132794478644826),
HYDRANTOGD.3317385,3317385,POINT (16.30926714541159 48.18965075188943),
HYDRANTOGD.3317386,3317386,POINT (16.452028422343535 48.21970850963847),
HYDRANTOGD.3317387,3317387,POINT (16.248301945508867 48.13725458263798),
HYDRANTOGD.3317388,3317388,POINT (16.25094917385521 48.20885737197652),
HYDRANTOGD.3317389,3317389,POINT (16.440251661711184 48.24042847861225),
HYDRANTOGD.3317390,3317390,POINT (16.30041747389273 48.14582950238054),
HYDRANTOGD.3317391,3317391,POINT (16.410985486318086 48.18840241754908),
HYDRANTOGD.3317392,3317392,POINT (16.275804182951937 48.197363874048406),
HYDRANTOGD.3317393,3317393,POINT (16.323065243884056 48.2227571251972),
HYDRANTOGD.3317394,3317394,POINT (16.349743287772593 48.20414954743119),
HYDRANTOGD.3317395,3317395,POINT (16.324268334920415 48.21778745571905),
HYDRANTOGD.3317396,3317396,POINT (16.34099146845105 48.212152835255026),
HYDRANTOGD.3317397,3317397,POINT (16.34839063627484 48.24143306928525),
HYDRANTOGD.3317398,3317398,POINT (16.320453443416508 48.185439765091424),
HYDRANTOGD.3317399,3317399,POINT (16.343886440495417 48.2088959765314),
HYDRANTOGD.3317400,3317400,POINT (16.433491542839374 48.233853942035985),
HYDRANTOGD.3318145,3318145,POINT (16.409792905023888 48.25040446221029),
HYDRANTOGD.3318146,3318146,POINT (16.288916375182964 48.2042121061168),
HYDRANTOGD.3318147,3318147,POINT (16.354871976825496 48.22549473281931),
HYDRANTOGD.3318148,3318148,POINT (16.375441435395327 48.239106487630366),
HYDRANTOGD.3318149,3318149,POINT (16.332239580807478 48.211521737440854),
HYDRANTOGD.3318150,3318150,POINT (16.365015760041192 48.200341517134085),
HYDRANTOGD.3318151,3318151,POINT (16.310964478069124 48.19746815937193),
HYDRANTOGD.3318152,3318152,POINT (16.478734179189335 48.21267584970568),
HYDRANTOGD.3318153,3318153,POINT (16.298688454478576 48.17294375822243),
HYDRANTOGD.3318154,3318154,POINT (16.454593032406336 48.2072428256039),
HYDRANTOGD.3318155,3318155,POINT (16.389994442982378 48.26158174015462),
HYDRANTOGD.3318156,3318156,POINT (16.283397874653904 48.15820138659024),
HYDRANTOGD.3318157,3318157,POINT (16.321594232816643 48.13057098024885),
HYDRANTOGD.3318158,3318158,POINT (16.327478264738378 48.22790863548933),
HYDRANTOGD.3318159,3318159,POINT (16.325632440251294 48.19731776502223),
HYDRANTOGD.3318160,3318160,POINT (16.484595474754112 48.157217692762146),
HYDRANTOGD.3318161,3318161,POINT (16.28643882375707 48.16580793535521),
HYDRANTOGD.3318162,3318162,POINT (16.43581669249642 48.24615095932063),
HYDRANTOGD.3318163,3318163,POINT (16.380945191922418 48.17309533481735),
HYDRANTOGD.3318164,3318164,POINT (16.427038457125875 48.22335407506076),
HYDRANTOGD.3318165,3318165,POINT (16.411247366206734 48.17462688247036),
HYDRANTOGD.3318166,3318166,POINT (16.315695251158797 48.213305772440805),
HYDRANTOGD.3318167,3318167,POINT (16.3847890800926 48.17456083521529),
HYDRANTOGD.3318168,3318168,POINT (16.2432832511515 48.22326748757335),
HYDRANTOGD.3318169,3318169,POINT (16.381889082910067 48.24531996531671),
HYDRANTOGD.3318170,3318170,POINT (16.37387414763026 48.22359933182944),
HYDRANTOGD.3318171,3318171,POINT (16.473531362379052 48.19507001386838),
HYDRANTOGD.3318172,3318172,POINT (16.388373108376033 48.2946329927182),
HYDRANTOGD.3318173,3318173,POINT (16.259471367596653 48.18136016610839),
HYDRANTOGD.3318174,3318174,POINT (16.471379230324978 48.19568971670054),
HYDRANTOGD.3318175,3318175,POINT (16.535864361332603 48.24882546633431),
HYDRANTOGD.3318176,3318176,POINT (16.3739968831524 48.19372314990729),
HYDRANTOGD.3318177,3318177,POINT (16.235961223117858 48.208417630068254),
HYDRANTOGD.3318178,3318178,POINT (16.36188167034158 48.21163931754604),
HYDRANTOGD.3318179,3318179,POINT (16.46426152277867 48.2108412954003),
HYDRANTOGD.3318180,3318180,POINT (16.225488260158713 48.20963978606513),
HYDRANTOGD.3318181,3318181,POINT (16.45118796839277 48.21317285169957),
HYDRANTOGD.3318182,3318182,POINT (16.24713592302519 48.1381460905723),
HYDRANTOGD.3318183,3318183,POINT (16.46823252369745 48.21544480965348),
HYDRANTOGD.3318184,3318184,POINT (16.487287221188044 48.21743570327347),
HYDRANTOGD.3318185,3318185,POINT (16.501083102407456 48.27530814451515),
HYDRANTOGD.3318186,3318186,POINT (16.298213821370844 48.202769258047624),
HYDRANTOGD.3318187,3318187,POINT (16.322178112277438 48.19524069126268),
HYDRANTOGD.3318188,3318188,POINT (16.33745164055366 48.25726758126288),
HYDRANTOGD.3318189,3318189,POINT (16.395790331406165 48.208078981359584),
HYDRANTOGD.3318190,3318190,POINT (16.33656250830109 48.24129487651749),
HYDRANTOGD.3318191,3318191,POINT (16.339263093391835 48.21600619914539),
HYDRANTOGD.3318192,3318192,POINT (16.325423734485785 48.19766911000412),
HYDRANTOGD.3318193,3318193,POINT (16.281792817017816 48.17696755658116),
HYDRANTOGD.3318194,3318194,POINT (16.259871637288747 48.13517129269444),
HYDRANTOGD.3318195,3318195,POINT (16.47139336559443 48.16573216964087),
HYDRANTOGD.3318895,3318895,POINT (16.344996275025146 48.195578425377555),
HYDRANTOGD.3318896,3318896,POINT (16.378500719803338 48.213803445296094),
HYDRANTOGD.3318897,3318897,POINT (16.491443283614274 48.223220264162876),
HYDRANTOGD.3318898,3318898,POINT (16.541697304209176 48.21130667566724),
HYDRANTOGD.3318899,3318899,POINT (16.423668633101414 48.296969682547264),
HYDRANTOGD.3318900,3318900,POINT (16.304306967553412 48.14280980052362),
HYDRANTOGD.3318901,3318901,POINT (16.45984444803929 48.28268316630727),
HYDRANTOGD.3318902,3318902,POINT (16.326878082661544 48.235560042740666),
HYDRANTOGD.3318903,3318903,POINT (16.527714238622853 48.21556508647665),
HYDRANTOGD.3318904,3318904,POINT (16.34146976087324 48.20671769300411),
HYDRANTOGD.3318905,3318905,POINT (16.29501898878559 48.19709167834763),
HYDRANTOGD.3318906,3318906,POINT (16.384135514263214 48.222311185935766),
HYDRANTOGD.3318907,3318907,POINT (16.27854245721565 48.18286777846929),
HYDRANTOGD.3318908,3318908,POINT (16.40234621199029 48.27131218658415),
HYDRANTOGD.3318909,3318909,POINT (16.34261540107705 48.21320279653797),
HYDRANTOGD.3318910,3318910,POINT (16.459306461901416 48.23512368427256),
HYDRANTOGD.3318911,3318911,POINT (16.31171976979196 48.20306419910014),
HYDRANTOGD.3318912,3318912,POINT (16.45297839087853 48.20669365576916),
HYDRANTOGD.3318913,3318913,POINT (16.32083870819725 48.24369332672819),
HYDRANTOGD.3318914,3318914,POINT (16.362252180291037 48.26110973795295),
HYDRANTOGD.3318915,3318915,POINT (16.263882917791058 48.17656038689962),
HYDRANTOGD.3318916,3318916,POINT (16.37217524302105 48.179903600008956),
HYDRANTOGD.3318917,3318917,POINT (16.315116081185447 48.13214749700453),
HYDRANTOGD.3318918,3318918,POINT (16.368531546282597 48.21378511027686),
HYDRANTOGD.3318919,3318919,POINT (16.492599477285218 48.228045284903615),
HYDRANTOGD.3318920,3318920,POINT (16.337174791764145 48.17652489036276),
HYDRANTOGD.3318921,3318921,POINT (16.388201691515953 48.2608106899218),
HYDRANTOGD.3318922,3318922,POINT (16.48535187600081 48.21771720073743),
HYDRANTOGD.3318923,3318923,POINT (16.378581354805934 48.23657214806209),
HYDRANTOGD.3318924,3318924,POINT (16.332222418086058 48.22515563897342),
HYDRANTOGD.3318925,3318925,POINT (16.28298241115496 48.23517224923207),
HYDRANTOGD.3318926,3318926,POINT (16.305840648883336 48.193707455912396),
HYDRANTOGD.3318927,3318927,POINT (16.540201297560998 48.20841461703395),
HYDRANTOGD.3318928,3318928,POINT (16.318773523667712 48.18055560922023),
HYDRANTOGD.3318929,3318929,POINT (16.329761769448186 48.144712223997104),
HYDRANTOGD.3318930,3318930,POINT (16.355593589886112 48.176191074647235),
HYDRANTOGD.3318931,3318931,POINT (16.488574573083827 48.20859146400018),
HYDRANTOGD.3318932,3318932,POINT (16.339350870239816 48.2354864376427),
HYDRANTOGD.3318933,3318933,POINT (16.36287952656536 48.182549791952226),
HYDRANTOGD.3318934,3318934,POINT (16.47513829815069 48.23676077380411),
HYDRANTOGD.3318935,3318935,POINT (16.417384655781362 48.26632585151596),
HYDRANTOGD.3318936,3318936,POINT (16.397951435838795 48.19641151649),
HYDRANTOGD.3318937,3318937,POINT (16.497997899391265 48.25147930306785),
HYDRANTOGD.3318938,3318938,POINT (16.244399393398858 48.20386552804503),
HYDRANTOGD.3318939,3318939,POINT (16.37638311400787 48.150177106961344),
HYDRANTOGD.3318940,3318940,POINT (16.423729905831983 48.17437860374757),
HYDRANTOGD.3318941,3318941,POINT (16.365876130833332 48.223352151716966),
HYDRANTOGD.3318942,3318942,POINT (16.416225875557565 48.16695822285478),
HYDRANTOGD.3318943,3318943,POINT (16.325603677993882 48.15220124740741),
HYDRANTOGD.3318944,3318944,POINT (16.2841066238064 48.251348242536004),
HYDRANTOGD.3316597,3316597,POINT (16.33192936729611 48.16293178170989),
HYDRANTOGD.3316598,3316598,POINT (16.30154246430046 48.189579444863384),
HYDRANTOGD.3316599,3316599,POINT (16.369183317965113 48.17702010455014),
HYDRANTOGD.3316600,3316600,POINT (16.444530003352885 48.261497450158245),
HYDRANTOGD.3316601,3316601,POINT (16.348146794421204 48.2161945541374),
HYDRANTOGD.3316602,3316602,POINT (16.44031590926866 48.29190393149313),
HYDRANTOGD.3316603,3316603,POINT (16.459693092879764 48.275167111802055),
HYDRANTOGD.3316604,3316604,POINT (16.317402844960093 48.23758190166385),
HYDRANTOGD.3316605,3316605,POINT (16.444368069908126 48.284868180391456),
HYDRANTOGD.3316606,3316606,POINT (16.34141251225129 48.18788613236427),
HYDRANTOGD.3316607,3316607,POINT (16.438201313817018 48.269112928078954),
HYDRANTOGD.3316608,3316608,POINT (16.37648320013444 48.24660366547706),
HYDRANTOGD.3316609,3316609,POINT (16.26502458744323 48.13721821292493),
HYDRANTOGD.3316610,3316610,POINT (16.302372640219126 48.16873367003979),
HYDRANTOGD.3316611,3316611,POINT (16.38788277813889 48.293467014992416),
HYDRANTOGD.3316612,3316612,POINT (16.30814348382876 48.243050456324994),
HYDRANTOGD.3316613,3316613,POINT (16.333774869609037 48.17982896136717),
HYDRANTOGD.3316614,3316614,POINT (16.392634442251868 48.26418950212358),
HYDRANTOGD.3316615,3316615,POINT (16.25984389002274 48.16237526237081),
HYDRANTOGD.3316616,3316616,POINT (16.273661739195003 48.16115140072195),
HYDRANTOGD.3316617,3316617,POINT (16.475603871302365 48.202222960977984),
HYDRANTOGD.3316618,3316618,POINT (16.442137199665886 48.26344237054214),
HYDRANTOGD.3316619,3316619,POINT (16.237426397450047 48.130547288406596),
HYDRANTOGD.3316620,3316620,POINT (16.279077924725815 48.201572288235866),
HYDRANTOGD.3316621,3316621,POINT (16.27410360139797 48.20450313986112),
HYDRANTOGD.3316622,3316622,POINT (16.34197730888707 48.20716571353875),
HYDRANTOGD.3316623,3316623,POINT (16.381639277804712 48.142497934963664),
HYDRANTOGD.3316624,3316624,POINT (16.49398653456561 48.22726251278353),
HYDRANTOGD.3316625,3316625,POINT (16.36559640310153 48.20977036101679),
HYDRANTOGD.3316626,3316626,POINT (16.37510086517732 48.165337562947784),
HYDRANTOGD.3316627,3316627,POINT (16.48019923183139 48.239185833962836),
HYDRANTOGD.3316628,3316628,POINT (16.44027798295085 48.293649498033005),
HYDRANTOGD.3316629,3316629,POINT (16.440185922316843 48.29620207120264),
HYDRANTOGD.3316630,3316630,POINT (16.356483540813656 48.18624408020314),
HYDRANTOGD.3316631,3316631,POINT (16.329298298059314 48.174424288412126),
HYDRANTOGD.3316632,3316632,POINT (16.396954154991253 48.17245637335423),
HYDRANTOGD.3316633,3316633,POINT (16.419283452287814 48.27975322375262),
HYDRANTOGD.3316634,3316634,POINT (16.413631967302752 48.18079411106054),
HYDRANTOGD.3316635,3316635,POINT (16.395674789468597 48.26093826710173),
HYDRANTOGD.3316636,3316636,POINT (16.499435087811815 48.21041897721806),
HYDRANTOGD.3316637,3316637,POINT (16.32371228829004 48.236860261589165),
HYDRANTOGD.3316638,3316638,POINT (16.380144199663157 48.177727067689176),
HYDRANTOGD.3316639,3316639,POINT (16.312004525809318 48.157646595563484),
HYDRANTOGD.3316640,3316640,POINT (16.38168463794855 48.2387213957796),
HYDRANTOGD.3316641,3316641,POINT (16.3635033999222 48.17506188698782),
HYDRANTOGD.3316642,3316642,POINT (16.35099106489098 48.20408976725303),
HYDRANTOGD.3316643,3316643,POINT (16.272712855862455 48.162675624447466),
HYDRANTOGD.3316644,3316644,POINT (16.291452636973727 48.14345210307769),
HYDRANTOGD.3316645,3316645,POINT (16.34387596802628 48.22493654313133),
HYDRANTOGD.3316646,3316646,POINT (16.445049288923435 48.181598689869766),
HYDRANTOGD.3317401,3317401,POINT (16.477082343253223 48.22226711985075),
HYDRANTOGD.3317402,3317402,POINT (16.38158310395882 48.27151077718902),
HYDRANTOGD.3317403,3317403,POINT (16.377194568130292 48.18121861063152),
HYDRANTOGD.3317404,3317404,POINT (16.349470178174926 48.206335948005126),
HYDRANTOGD.3317405,3317405,POINT (16.283792183475743 48.226778241622725),
HYDRANTOGD.3317406,3317406,POINT (16.3798329048179 48.237020597488254),
HYDRANTOGD.3317407,3317407,POINT (16.309050008376158 48.24236046405577),
HYDRANTOGD.3317408,3317408,POINT (16.39463659805455 48.25322227073836),
HYDRANTOGD.3317409,3317409,POINT (16.37835671377548 48.218031958687),
HYDRANTOGD.3317410,3317410,POINT (16.427512637167926 48.26234626406895),
HYDRANTOGD.3317411,3317411,POINT (16.368408136042493 48.16952752419982),
HYDRANTOGD.3317412,3317412,POINT (16.28738876262971 48.155607628246834),
HYDRANTOGD.3317413,3317413,POINT (16.40489057680543 48.19351940519351),
HYDRANTOGD.3317414,3317414,POINT (16.311342010994935 48.188121480982524),
HYDRANTOGD.3317415,3317415,POINT (16.434371062244864 48.24982157559918),
HYDRANTOGD.3317416,3317416,POINT (16.331504341292028 48.23026866622728),
HYDRANTOGD.3317417,3317417,POINT (16.445360726630845 48.270148913487894),
HYDRANTOGD.3317418,3317418,POINT (16.367083762882977 48.14214359446519),
HYDRANTOGD.3317419,3317419,POINT (16.37143424204809 48.24112593823316),
HYDRANTOGD.3317420,3317420,POINT (16.320478861975374 48.189653455952836),
HYDRANTOGD.3317421,3317421,POINT (16.34680382975296 48.1834283497513),
HYDRANTOGD.3317422,3317422,POINT (16.350919992492617 48.18349786731076),
HYDRANTOGD.3317423,3317423,POINT (16.278854574589392 48.15506497494766),
HYDRANTOGD.3317424,3317424,POINT (16.315279708807005 48.21204935224495),
HYDRANTOGD.3317425,3317425,POINT (16.34206457375401 48.191775122070936),
HYDRANTOGD.3317426,3317426,POINT (16.375012103745192 48.24281189163583),
HYDRANTOGD.3317427,3317427,POINT (16.314130653612406 48.23655502822554),
HYDRANTOGD.3317428,3317428,POINT (16.27428996277362 48.20123365846022),
HYDRANTOGD.3317429,3317429,POINT (16.367341426683247 48.179491158234214),
HYDRANTOGD.3317430,3317430,POINT (16.296616501511497 48.230522255375035),
HYDRANTOGD.3317431,3317431,POINT (16.456954773080014 48.157098462717094),
HYDRANTOGD.3317432,3317432,POINT (16.41036845909134 48.24467098028901),
HYDRANTOGD.3317433,3317433,POINT (16.36103975533366 48.17500113306191),
HYDRANTOGD.3317434,3317434,POINT (16.384656120889108 48.23487079366292),
HYDRANTOGD.3317435,3317435,POINT (16.338986271603716 48.22736779994647),
HYDRANTOGD.3317436,3317436,POINT (16.492746358216372 48.2162840122184),
HYDRANTOGD.3317437,3317437,POINT (16.369985418714418 48.20151925462982),
HYDRANTOGD.3317438,3317438,POINT (16.30739370890988 48.18733454900305),
HYDRANTOGD.3317439,3317439,POINT (16.423653615569275 48.22591678449112),
HYDRANTOGD.3317440,3317440,POINT (16.27958985242403 48.22710207658591),
HYDRANTOGD.3317441,3317441,POINT (16.237513595683687 48.20366347970899),
HYDRANTOGD.3317442,3317442,POINT (16.44188354760982 48.27373383948288),
HYDRANTOGD.3317443,3317443,POINT (16.31691181581612 48.179628172546614),
HYDRANTOGD.3317444,3317444,POINT (16.31316993811408 48.12796515155952),
HYDRANTOGD.3317445,3317445,POINT (16.426412775052654 48.23298559902819),
HYDRANTOGD.3317446,3317446,POINT (16.295342597942053 48.219016423134114),
HYDRANTOGD.3317447,3317447,POINT (16.382112547702672 48.152123695905225),
HYDRANTOGD.3317448,3317448,POINT (16.36703639212487 48.20116773415092),
HYDRANTOGD.3317449,3317449,POINT (16.261912687882788 48.18031938026355),
HYDRANTOGD.3317450,3317450,POINT (16.426513848199736 48.23541906246859),
HYDRANTOGD.3318196,3318196,POINT (16.469635713463216 48.14965041215921),
HYDRANTOGD.3318197,3318197,POINT (16.47006950504663 48.16806656825745),
HYDRANTOGD.3318198,3318198,POINT (16.450267127879044 48.26144144358421),
HYDRANTOGD.3318199,3318199,POINT (16.510474629318995 48.205669557586646),
HYDRANTOGD.3318200,3318200,POINT (16.46431063603673 48.15790851714455),
HYDRANTOGD.3318201,3318201,POINT (16.276702668003164 48.18240504160626),
HYDRANTOGD.3318202,3318202,POINT (16.33528681757289 48.14642660190843),
HYDRANTOGD.3318203,3318203,POINT (16.34595079155037 48.20271093707765),
HYDRANTOGD.3318204,3318204,POINT (16.239262880977186 48.21382557956786),
HYDRANTOGD.3318205,3318205,POINT (16.402948632645256 48.194069136824154),
HYDRANTOGD.3318206,3318206,POINT (16.38058659299707 48.24259879902161),
HYDRANTOGD.3318207,3318207,POINT (16.298074547135293 48.22890577177361),
HYDRANTOGD.3318208,3318208,POINT (16.453984787159097 48.280757434814475),
HYDRANTOGD.3318209,3318209,POINT (16.346011319685296 48.24358616377973),
HYDRANTOGD.3318210,3318210,POINT (16.352002128650366 48.23913389186307),
HYDRANTOGD.3318211,3318211,POINT (16.352132825082567 48.22550809871567),
HYDRANTOGD.3318212,3318212,POINT (16.31383558000412 48.212274720926665),
HYDRANTOGD.3318213,3318213,POINT (16.258776006485675 48.15504981223976),
HYDRANTOGD.3318214,3318214,POINT (16.263705023250463 48.154672515455026),
HYDRANTOGD.3318215,3318215,POINT (16.357315297675555 48.17135031530918),
HYDRANTOGD.3318216,3318216,POINT (16.333700682534182 48.24686555235734),
HYDRANTOGD.3318217,3318217,POINT (16.376730876997577 48.21333245638321),
HYDRANTOGD.3318218,3318218,POINT (16.46124637761119 48.208572752966404),
HYDRANTOGD.3318219,3318219,POINT (16.46261316880639 48.217458587343984),
HYDRANTOGD.3318220,3318220,POINT (16.41678901535965 48.2776044000245),
HYDRANTOGD.3318221,3318221,POINT (16.370493380950144 48.164569393833794),
HYDRANTOGD.3318222,3318222,POINT (16.493044160501537 48.21417452791127),
HYDRANTOGD.3318223,3318223,POINT (16.377882622361703 48.15057775174769),
