FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.3318224,3318224,POINT (16.412155035884744 48.24415837291353),
HYDRANTOGD.3318225,3318225,POINT (16.37130718872824 48.235106695390286),
HYDRANTOGD.3318226,3318226,POINT (16.337648618621216 48.18221305742415),
HYDRANTOGD.3318227,3318227,POINT (16.359662411493314 48.22668112437592),
HYDRANTOGD.3318228,3318228,POINT (16.480933103773783 48.22273884965009),
HYDRANTOGD.3318229,3318229,POINT (16.244756666001496 48.21901672418534),
HYDRANTOGD.3318230,3318230,POINT (16.395616449752517 48.27116583790343),
HYDRANTOGD.3318231,3318231,POINT (16.384340754095867 48.23789552401233),
HYDRANTOGD.3318232,3318232,POINT (16.315939957509798 48.234741893419155),
HYDRANTOGD.3318233,3318233,POINT (16.345613572621083 48.187776951959144),
HYDRANTOGD.3318234,3318234,POINT (16.330354074662317 48.176549445488305),
HYDRANTOGD.3318235,3318235,POINT (16.346854693716377 48.189271603127644),
HYDRANTOGD.3318236,3318236,POINT (16.48347193754068 48.28259694026501),
HYDRANTOGD.3318237,3318237,POINT (16.318589365112352 48.210358556615915),
HYDRANTOGD.3318238,3318238,POINT (16.453745544005447 48.27514609461872),
HYDRANTOGD.3318239,3318239,POINT (16.478705845948955 48.24843694438647),
HYDRANTOGD.3318240,3318240,POINT (16.361550156498197 48.2152650954793),
HYDRANTOGD.3318241,3318241,POINT (16.383752040375374 48.23355080000316),
HYDRANTOGD.3318242,3318242,POINT (16.387251316901402 48.26870659903667),
HYDRANTOGD.3318243,3318243,POINT (16.38233325679087 48.20538826117431),
HYDRANTOGD.3318244,3318244,POINT (16.510433352455212 48.211586242583316),
HYDRANTOGD.3318945,3318945,POINT (16.306883445302386 48.210578763799916),
HYDRANTOGD.3318946,3318946,POINT (16.38862867938789 48.235294007330324),
HYDRANTOGD.3318947,3318947,POINT (16.362360409720615 48.21426755274207),
HYDRANTOGD.3318948,3318948,POINT (16.3240036322349 48.16732279641286),
HYDRANTOGD.3318949,3318949,POINT (16.3441426599943 48.25442741821962),
HYDRANTOGD.3318950,3318950,POINT (16.35542752697878 48.24430126456875),
HYDRANTOGD.3318951,3318951,POINT (16.331087311719486 48.186348473045534),
HYDRANTOGD.3318952,3318952,POINT (16.35695100657783 48.14518821948328),
HYDRANTOGD.3318953,3318953,POINT (16.47991765469873 48.241847343417206),
HYDRANTOGD.3318954,3318954,POINT (16.42167463119927 48.17297805412987),
HYDRANTOGD.3318955,3318955,POINT (16.292953026236873 48.16268859288073),
HYDRANTOGD.3318956,3318956,POINT (16.36474448936408 48.17804598623259),
HYDRANTOGD.3318957,3318957,POINT (16.302962160145213 48.14511718633628),
HYDRANTOGD.3318958,3318958,POINT (16.379507952726694 48.207994378578505),
HYDRANTOGD.3318959,3318959,POINT (16.312890919886524 48.23404018784327),
HYDRANTOGD.3318960,3318960,POINT (16.3652471870316 48.18337641111487),
HYDRANTOGD.3318961,3318961,POINT (16.469381462392327 48.15717914962031),
HYDRANTOGD.3318962,3318962,POINT (16.409040390871915 48.18380391064246),
HYDRANTOGD.3318963,3318963,POINT (16.40408924402392 48.27823313679246),
HYDRANTOGD.3318964,3318964,POINT (16.323583641149092 48.22556661000553),
HYDRANTOGD.3318965,3318965,POINT (16.410752361012754 48.24393456363241),
HYDRANTOGD.3318966,3318966,POINT (16.276013002426858 48.17731874646087),
HYDRANTOGD.3318967,3318967,POINT (16.371036184289913 48.20070154879881),
HYDRANTOGD.3318968,3318968,POINT (16.294314948636522 48.236054516144904),
HYDRANTOGD.3318969,3318969,POINT (16.48913417823495 48.25236746395336),
HYDRANTOGD.3318970,3318970,POINT (16.289791965334132 48.256147395074905),
HYDRANTOGD.3318971,3318971,POINT (16.290785779226066 48.23238024907927),
HYDRANTOGD.3318972,3318972,POINT (16.334575224140032 48.171204450412965),
HYDRANTOGD.3318973,3318973,POINT (16.40155695583287 48.15854632955194),
HYDRANTOGD.3318974,3318974,POINT (16.32439867026671 48.22280394253532),
HYDRANTOGD.3318975,3318975,POINT (16.44385063594844 48.234181217922526),
HYDRANTOGD.3318976,3318976,POINT (16.324269964657336 48.21537629869735),
HYDRANTOGD.3318977,3318977,POINT (16.31291813453084 48.19667894861859),
HYDRANTOGD.3318978,3318978,POINT (16.473755451866772 48.15688144215218),
HYDRANTOGD.3318979,3318979,POINT (16.41757258234344 48.16080499515094),
HYDRANTOGD.3318980,3318980,POINT (16.413158727753622 48.30286935507332),
HYDRANTOGD.3318981,3318981,POINT (16.409983845757857 48.1951728798112),
HYDRANTOGD.3318982,3318982,POINT (16.29790944081818 48.19598388458665),
HYDRANTOGD.3318983,3318983,POINT (16.287614383723984 48.20832711418461),
HYDRANTOGD.3318984,3318984,POINT (16.356487930401865 48.19221134196824),
HYDRANTOGD.3318985,3318985,POINT (16.328842321356024 48.2111345084848),
HYDRANTOGD.3318986,3318986,POINT (16.50682412145234 48.20765947384016),
HYDRANTOGD.3318987,3318987,POINT (16.348900391645866 48.179752974735294),
HYDRANTOGD.3318988,3318988,POINT (16.48263392876561 48.22311587499702),
HYDRANTOGD.3318989,3318989,POINT (16.375383344525805 48.19685465486764),
HYDRANTOGD.3318990,3318990,POINT (16.520171287757705 48.215361223957665),
HYDRANTOGD.3318991,3318991,POINT (16.347797539183645 48.284186584131746),
HYDRANTOGD.3318992,3318992,POINT (16.4676875157442 48.21217875572109),
HYDRANTOGD.3318993,3318993,POINT (16.34901940808961 48.24108172861615),
HYDRANTOGD.3318994,3318994,POINT (16.53478537326388 48.233523393082656),
HYDRANTOGD.3318995,3318995,POINT (16.28478118069057 48.13965518972001),
HYDRANTOGD.3316647,3316647,POINT (16.526306775639753 48.20553638373008),
HYDRANTOGD.3316648,3316648,POINT (16.462738535376577 48.210946944793996),
HYDRANTOGD.3316649,3316649,POINT (16.458091819245574 48.25453416834908),
HYDRANTOGD.3316650,3316650,POINT (16.40301981125871 48.17282046328052),
HYDRANTOGD.3316651,3316651,POINT (16.297289688073203 48.16522361842565),
HYDRANTOGD.3316652,3316652,POINT (16.31738011011752 48.1338667756957),
HYDRANTOGD.3316653,3316653,POINT (16.340250727226355 48.183909112485345),
HYDRANTOGD.3316654,3316654,POINT (16.382598638035198 48.166659656100606),
HYDRANTOGD.3316655,3316655,POINT (16.310115152675316 48.20294567783907),
HYDRANTOGD.3316656,3316656,POINT (16.38803374786126 48.14992978131881),
HYDRANTOGD.3316657,3316657,POINT (16.373514096727654 48.16708394929605),
HYDRANTOGD.3316658,3316658,POINT (16.425371901087026 48.24484942963252),
HYDRANTOGD.3316659,3316659,POINT (16.46535851660947 48.224746870969135),
HYDRANTOGD.3316660,3316660,POINT (16.368306754227135 48.21117308923644),
HYDRANTOGD.3316661,3316661,POINT (16.425816378190873 48.26156187413554),
HYDRANTOGD.3316662,3316662,POINT (16.405549634361392 48.175619282904776),
HYDRANTOGD.3316663,3316663,POINT (16.332107808892413 48.18932654182631),
HYDRANTOGD.3316664,3316664,POINT (16.479074602141033 48.1672786106435),
HYDRANTOGD.3316665,3316665,POINT (16.483077553432523 48.28137519781833),
HYDRANTOGD.3316666,3316666,POINT (16.363715168685616 48.162060310098326),
HYDRANTOGD.3316667,3316667,POINT (16.30288129620911 48.23572343630059),
HYDRANTOGD.3316668,3316668,POINT (16.467445874561612 48.20281810267282),
HYDRANTOGD.3316669,3316669,POINT (16.343256650929977 48.188878072380035),
HYDRANTOGD.3316670,3316670,POINT (16.46393524028402 48.2618344425811),
HYDRANTOGD.3316671,3316671,POINT (16.30938020973471 48.218348036857286),
HYDRANTOGD.3316672,3316672,POINT (16.327998863776937 48.18681371482725),
HYDRANTOGD.3316673,3316673,POINT (16.381312850611224 48.2766677821615),
HYDRANTOGD.3316674,3316674,POINT (16.394296923273878 48.25328998153101),
HYDRANTOGD.3316675,3316675,POINT (16.285123892581503 48.21437925254596),
HYDRANTOGD.3316676,3316676,POINT (16.36925418793912 48.167035975655196),
HYDRANTOGD.3316677,3316677,POINT (16.358962081124698 48.179211007162564),
HYDRANTOGD.3316678,3316678,POINT (16.327628408496555 48.140487853788215),
HYDRANTOGD.3316679,3316679,POINT (16.379239777557032 48.15517549679257),
HYDRANTOGD.3316680,3316680,POINT (16.32439237428844 48.18355003829982),
HYDRANTOGD.3316681,3316681,POINT (16.361006026698735 48.22138333436136),
HYDRANTOGD.3316682,3316682,POINT (16.53176868811075 48.2466549163683),
HYDRANTOGD.3316683,3316683,POINT (16.371904365123555 48.21240649828714),
HYDRANTOGD.3316684,3316684,POINT (16.391265359113966 48.19326153798317),
HYDRANTOGD.3316685,3316685,POINT (16.368047955262774 48.283305702338374),
HYDRANTOGD.3316686,3316686,POINT (16.42824665256285 48.17537578271497),
HYDRANTOGD.3316687,3316687,POINT (16.416993899621254 48.28602571916206),
HYDRANTOGD.3316688,3316688,POINT (16.313541124113396 48.18659838395277),
HYDRANTOGD.3316689,3316689,POINT (16.356146378578302 48.21271658585896),
HYDRANTOGD.3316690,3316690,POINT (16.249417042647174 48.2076178669856),
HYDRANTOGD.3316691,3316691,POINT (16.307717601312092 48.20335843874171),
HYDRANTOGD.3316692,3316692,POINT (16.30352846870283 48.15846625496354),
HYDRANTOGD.3316693,3316693,POINT (16.442019181686096 48.179183425402876),
HYDRANTOGD.3316694,3316694,POINT (16.47967129515218 48.221121334236145),
HYDRANTOGD.3316695,3316695,POINT (16.536210612145663 48.23110392327607),
HYDRANTOGD.3316696,3316696,POINT (16.355391658934593 48.18806296595449),
HYDRANTOGD.3317451,3317451,POINT (16.400627226694567 48.27433753620364),
HYDRANTOGD.3317452,3317452,POINT (16.417567420957564 48.15949854891127),
HYDRANTOGD.3317453,3317453,POINT (16.353045613136576 48.22552325577305),
HYDRANTOGD.3317454,3317454,POINT (16.369932926376123 48.27792838965329),
HYDRANTOGD.3317455,3317455,POINT (16.344201567130725 48.253101470585754),
HYDRANTOGD.3317456,3317456,POINT (16.352482716524673 48.200569360841655),
HYDRANTOGD.3317457,3317457,POINT (16.4456570475789 48.25438391815933),
HYDRANTOGD.3317458,3317458,POINT (16.35126200761933 48.254027402909855),
HYDRANTOGD.3317459,3317459,POINT (16.44190683097044 48.25924280748636),
HYDRANTOGD.3317460,3317460,POINT (16.336516650413447 48.169809900312394),
HYDRANTOGD.3317461,3317461,POINT (16.419412261016323 48.25863674424943),
HYDRANTOGD.3317462,3317462,POINT (16.38071241039865 48.16777844418974),
HYDRANTOGD.3317463,3317463,POINT (16.424025360592122 48.28761853101355),
HYDRANTOGD.3317464,3317464,POINT (16.36380628490525 48.199110249320164),
HYDRANTOGD.3317465,3317465,POINT (16.33704846387705 48.14103845732325),
HYDRANTOGD.3317466,3317466,POINT (16.420079683538326 48.23091676341025),
HYDRANTOGD.3317467,3317467,POINT (16.35701845384073 48.20456021270867),
HYDRANTOGD.3317468,3317468,POINT (16.377732278821824 48.17472540854955),
HYDRANTOGD.3317469,3317469,POINT (16.341949238190573 48.157169538634754),
HYDRANTOGD.3317470,3317470,POINT (16.287450551895116 48.13233278890083),
HYDRANTOGD.3317471,3317471,POINT (16.313600170270796 48.232448839881705),
HYDRANTOGD.3317472,3317472,POINT (16.41090307468797 48.23466975330312),
HYDRANTOGD.3317473,3317473,POINT (16.41372436571743 48.247797108324775),
HYDRANTOGD.3317474,3317474,POINT (16.37024381567238 48.20234655127106),
HYDRANTOGD.3317475,3317475,POINT (16.408931975068946 48.1974073085334),
HYDRANTOGD.3317476,3317476,POINT (16.262438538197973 48.155319963609216),
HYDRANTOGD.3317477,3317477,POINT (16.507285761714332 48.20601231524245),
HYDRANTOGD.3317478,3317478,POINT (16.328889329589188 48.21367211434043),
HYDRANTOGD.3317479,3317479,POINT (16.376018460565202 48.15118839236021),
HYDRANTOGD.3317480,3317480,POINT (16.459459356132687 48.218714313809684),
HYDRANTOGD.3317481,3317481,POINT (16.323335254630262 48.25410765498474),
HYDRANTOGD.3317482,3317482,POINT (16.363314862444923 48.161055859669965),
HYDRANTOGD.3317483,3317483,POINT (16.435927667814607 48.236691263454375),
HYDRANTOGD.3317484,3317484,POINT (16.387748546529977 48.272755420504126),
HYDRANTOGD.3317485,3317485,POINT (16.474960177386137 48.24296912650196),
HYDRANTOGD.3317486,3317486,POINT (16.435813964831503 48.246133065381095),
HYDRANTOGD.3317487,3317487,POINT (16.348494372452674 48.192299539211156),
HYDRANTOGD.3317488,3317488,POINT (16.28338885407079 48.241821147099834),
HYDRANTOGD.3317489,3317489,POINT (16.44079507833904 48.27315703092956),
HYDRANTOGD.3317490,3317490,POINT (16.389720007826867 48.16840906483383),
HYDRANTOGD.3317491,3317491,POINT (16.351545208027503 48.20231183118652),
HYDRANTOGD.3317492,3317492,POINT (16.37166765283157 48.275775554161754),
HYDRANTOGD.3317493,3317493,POINT (16.27440422687766 48.193260884559585),
HYDRANTOGD.3317494,3317494,POINT (16.457925086927563 48.152163913808366),
HYDRANTOGD.3317495,3317495,POINT (16.391035118513145 48.1911911523309),
HYDRANTOGD.3317496,3317496,POINT (16.397385122922486 48.19594912006427),
HYDRANTOGD.3317497,3317497,POINT (16.309011032813896 48.236439799228044),
HYDRANTOGD.3317498,3317498,POINT (16.38684591500801 48.23028136774168),
HYDRANTOGD.3317499,3317499,POINT (16.277143704090392 48.20180747453609),
HYDRANTOGD.3318245,3318245,POINT (16.3413492171022 48.14527858088111),
HYDRANTOGD.3318246,3318246,POINT (16.386087734956128 48.263992395990066),
HYDRANTOGD.3318247,3318247,POINT (16.357840852920983 48.23780446850235),
HYDRANTOGD.3318248,3318248,POINT (16.46338145328554 48.16252911517479),
HYDRANTOGD.3318249,3318249,POINT (16.28880375128948 48.208767915066616),
HYDRANTOGD.3318250,3318250,POINT (16.399348029911724 48.21645925272242),
HYDRANTOGD.3318251,3318251,POINT (16.315823723066213 48.17442522502623),
HYDRANTOGD.3318252,3318252,POINT (16.320187741559323 48.24194461597635),
HYDRANTOGD.3318253,3318253,POINT (16.27798949226357 48.13426237073843),
HYDRANTOGD.3318254,3318254,POINT (16.26701904425653 48.20943480415899),
HYDRANTOGD.3318255,3318255,POINT (16.320966647620512 48.1455155847686),
HYDRANTOGD.3318256,3318256,POINT (16.336237477597617 48.24338699277861),
HYDRANTOGD.3318257,3318257,POINT (16.28835780350608 48.200346028472715),
HYDRANTOGD.3318258,3318258,POINT (16.418629839764805 48.283245431425705),
HYDRANTOGD.3318259,3318259,POINT (16.37002878106305 48.17730549072122),
HYDRANTOGD.3318260,3318260,POINT (16.329531094474483 48.18141797293741),
HYDRANTOGD.3318261,3318261,POINT (16.266176726309862 48.19305437073827),
HYDRANTOGD.3318262,3318262,POINT (16.379315594357468 48.14637682598242),
HYDRANTOGD.3318263,3318263,POINT (16.524797050265082 48.2040583795671),
HYDRANTOGD.3318264,3318264,POINT (16.48742135703264 48.22041148945586),
HYDRANTOGD.3318265,3318265,POINT (16.37955024780584 48.288073102310605),
HYDRANTOGD.3318266,3318266,POINT (16.38533771171912 48.268963827916494),
HYDRANTOGD.3318267,3318267,POINT (16.453818532193587 48.22370163042221),
HYDRANTOGD.3318268,3318268,POINT (16.371980819564712 48.17839216998761),
HYDRANTOGD.3318269,3318269,POINT (16.463106062473532 48.254146620169095),
HYDRANTOGD.3318270,3318270,POINT (16.368591308911807 48.193848823229416),
HYDRANTOGD.3318271,3318271,POINT (16.296357763266883 48.22186149389381),
HYDRANTOGD.3318272,3318272,POINT (16.260262966089012 48.198084117099675),
HYDRANTOGD.3318273,3318273,POINT (16.29522761424918 48.17824070804953),
HYDRANTOGD.3318274,3318274,POINT (16.365300962658118 48.21896003273265),
HYDRANTOGD.3318275,3318275,POINT (16.447577169478272 48.28153210484466),
HYDRANTOGD.3318276,3318276,POINT (16.34884501979729 48.189599381115165),
HYDRANTOGD.3318277,3318277,POINT (16.370157260602316 48.20722905129344),
HYDRANTOGD.3318278,3318278,POINT (16.462516496456203 48.207011154098915),
HYDRANTOGD.3318279,3318279,POINT (16.36305764086031 48.172948403468595),
HYDRANTOGD.3318280,3318280,POINT (16.25204078603124 48.20808952790398),
HYDRANTOGD.3318281,3318281,POINT (16.364239920358905 48.19412939121423),
HYDRANTOGD.3318282,3318282,POINT (16.41087054515464 48.28058187044508),
HYDRANTOGD.3318283,3318283,POINT (16.32155500296668 48.13487408743736),
HYDRANTOGD.3318284,3318284,POINT (16.288679162739125 48.13388613826124),
HYDRANTOGD.3318285,3318285,POINT (16.296012042982753 48.203409834353614),
HYDRANTOGD.3318286,3318286,POINT (16.368377961803095 48.18162621272446),
HYDRANTOGD.3318287,3318287,POINT (16.382281649856804 48.21347544518395),
HYDRANTOGD.3318288,3318288,POINT (16.413033025580646 48.281392986241855),
HYDRANTOGD.3318289,3318289,POINT (16.239620969712888 48.13780395187723),
HYDRANTOGD.3318290,3318290,POINT (16.34307148157026 48.19892852387033),
HYDRANTOGD.3318291,3318291,POINT (16.309338000118952 48.209103040763544),
HYDRANTOGD.3318292,3318292,POINT (16.293859231065046 48.13771102494959),
HYDRANTOGD.3318293,3318293,POINT (16.361635287702832 48.19377548842195),
HYDRANTOGD.3318294,3318294,POINT (16.271531978230307 48.15693884549552),
HYDRANTOGD.3318996,3318996,POINT (16.47452833671515 48.20517420654927),
HYDRANTOGD.3318997,3318997,POINT (16.330458820401827 48.24080101913123),
HYDRANTOGD.3318998,3318998,POINT (16.236330488365862 48.210132005563025),
HYDRANTOGD.3318999,3318999,POINT (16.305376095211773 48.141810217895205),
HYDRANTOGD.3319000,3319000,POINT (16.48214915260313 48.16041829078279),
HYDRANTOGD.3319001,3319001,POINT (16.489134875850173 48.15883034365351),
HYDRANTOGD.3319002,3319002,POINT (16.448661519323593 48.25031999671429),
HYDRANTOGD.3319003,3319003,POINT (16.417857953289158 48.301672193774024),
HYDRANTOGD.3319004,3319004,POINT (16.443530268415365 48.256945812749734),
HYDRANTOGD.3319005,3319005,POINT (16.44847249870598 48.27026714020403),
HYDRANTOGD.3319006,3319006,POINT (16.41086314684111 48.1794896628428),
HYDRANTOGD.3319007,3319007,POINT (16.360604545097523 48.16440982803891),
HYDRANTOGD.3319008,3319008,POINT (16.33349507921532 48.18817840924537),
HYDRANTOGD.3319009,3319009,POINT (16.405403563080945 48.25765413462134),
HYDRANTOGD.3319010,3319010,POINT (16.36180416927032 48.247052536845636),
HYDRANTOGD.3319011,3319011,POINT (16.371452203892687 48.17131511202335),
HYDRANTOGD.3319012,3319012,POINT (16.30506023773532 48.14017011808846),
HYDRANTOGD.3319013,3319013,POINT (16.36463061286885 48.19766766788346),
HYDRANTOGD.3319014,3319014,POINT (16.328379850387716 48.20494780206452),
HYDRANTOGD.3319015,3319015,POINT (16.295668365848286 48.184996569991924),
HYDRANTOGD.3319016,3319016,POINT (16.316587850848943 48.17189052452031),
HYDRANTOGD.3319017,3319017,POINT (16.348355470096212 48.242440932467275),
HYDRANTOGD.3319018,3319018,POINT (16.4645033336882 48.22150215471088),
HYDRANTOGD.3319019,3319019,POINT (16.395407060727706 48.230118717769145),
HYDRANTOGD.3319020,3319020,POINT (16.35936813291239 48.2010609073904),
HYDRANTOGD.3319021,3319021,POINT (16.309627387027387 48.24928800160323),
HYDRANTOGD.3319022,3319022,POINT (16.477143195522025 48.157354102452715),
HYDRANTOGD.3319023,3319023,POINT (16.45617278481064 48.15476470397954),
HYDRANTOGD.3319024,3319024,POINT (16.42568074330313 48.28535783761116),
HYDRANTOGD.3319025,3319025,POINT (16.359322929744724 48.15459501417549),
HYDRANTOGD.3319026,3319026,POINT (16.232173716490962 48.214067604504756),
